X,Y,NAME,ST,POPULATION
-122.1591333,37.70746545,San Leandro,CA,90721
-122.1346893,37.67372731,San Lorenzo,CA,25302
-120.6690795,35.26692151,San Luis Obispo,CA,47923
-117.170307,33.1357535,San Marcos,CA,94345
-118.1131875,34.1223778,San Marino,CA,13321
-122.3143674,37.55129049,San Mateo,CA,103979
-122.3425643,37.9628572,San Pablo,CA,30864
-122.5195125,37.96139798,San Rafael,CA,59615
-121.9730133,37.76740387,San Ramon,CA,79892
-117.881864,33.73662414,Santa Ana,CA,341747
-119.7022145,34.42464966,Santa Barbara,CA,92661
-121.9679351,37.36466548,Santa Clara,CA,127159
-118.5534987,34.4114341,Santa Clarita,CA,186809
-122.0470694,36.97582831,Santa Cruz,CA,64950
-118.0810378,33.94814841,Santa Fe Springs,CA,17675
-120.4433622,34.93345621,Santa Maria,CA,106127
-118.4815604,34.0231892,Santa Monica,CA,95008
-119.0697257,34.35208693,Santa Paula,CA,31020
-122.6998594,38.44929201,Santa Rosa,CA,177684
-116.9848696,32.85544524,Santee,CA,57297
-122.02541,37.2684976,Saratoga,CA,32034
-122.0117621,37.05550107,Scotts Valley,CA,12361
-118.1047995,33.74252787,Seal Beach,CA,25628
-121.8511725,36.60423,Seaside,CA,34615
-119.6155786,36.57430672,Selma,CA,24444
-119.2746504,35.50919459,Shafter,CA,18566
-118.0503374,34.16871548,Sierra Madre,CA,11464
-118.1681055,33.80293416,Signal Hill,CA,11900
-118.7202477,34.2877769,Simi Valley,CA,128860
-117.2572647,32.99459691,Solana Beach,CA,13553
-121.3219164,36.43060815,Soledad,CA,25912
-122.4599698,38.29031093,Sonoma,CA,11405
-118.0483211,34.0493408,South El Monte,CA,21562
-118.1925549,33.94473086,South Gate,CA,97106
-120.0023289,38.9134961,South Lake Tahoe,CA,23389
-118.1573209,34.11025798,South Pasadena,CA,26830
-122.4217959,37.65304521,South San Francisco,CA,66748
-117.901743,34.00943385,South San Jose Hills,CA,21300
-118.0311464,33.93359843,South Whittier,CA,59035
-116.9953063,32.73842481,Spring Valley,CA,30341
-122.1673502,37.42515404,Stanford,CA,15179
-117.9934488,33.80026061,Stanton,CA,40090
-118.5885074,34.38937531,Stevenson Ranch,CA,18513
-121.3018775,37.96628635,Stockton,CA,312272
-122.0159605,38.24980224,Suisun City,CA,29315
-122.0248086,37.38171667,Sunnyvale,CA,154254
-117.9556121,34.55960762,Sun Village,CA,11938
-120.6572665,40.4211642,Susanville,CA,16009
-122.542223,37.88365588,Tamalpais-Homestead Valley,CA,11097
-118.4415082,35.1319517,Tehachapi,CA,14155
-117.1344794,33.50404807,Temecula,CA,110802
-118.057968,34.1021556,Temple City,CA,37066
-118.8455806,34.17610736,Thousand Oaks,CA,131854
-118.3416375,33.83459881,Torrance,CA,150439
-121.4208204,37.73578516,Tracy,CA,88766
-120.2063196,39.32641032,Truckee,CA,17320
-119.3400393,36.19962937,Tulare,CA,62781
-120.8586693,37.50488317,Turlock,CA,72047
-117.8106155,33.73091023,Tustin,CA,82275
-116.0298503,34.13605775,Twentynine Palms,CA,25489
-123.2107956,39.1469279,Ukiah,CA,16340
-122.0184645,37.60307062,Union City,CA,74422
-117.6603013,34.11784928,Upland,CA,77739
-121.9646185,38.35822036,Vacaville,CA,97973
-117.9306795,34.03800944,Valinda,CA,23603
-122.2508483,38.10229036,Vallejo,CA,121644
-116.8871162,33.7435983,Valle Vista,CA,15607
-117.3308401,34.51415443,Victorville,CA,125783
-118.3485555,33.99710575,View Park-Windsor Hills,CA,11573
-121.3190197,38.47449828,Vineyard,CA,28970
-119.2994306,36.33508032,Visalia,CA,132318
-117.2386013,33.18954859,Vista,CA,101406
-117.8593138,34.03344101,Walnut,CA,30332
-122.0606419,37.89933902,Walnut Creek,CA,68333
-118.22049,33.96934353,Walnut Park,CA,16741
-119.347305,35.5907179,Wasco,CA,26751
-121.7700437,36.92026825,Watsonville,CA,54404
-118.2931209,33.82293866,West Carson,CA,23152
-117.9397655,34.06873634,West Covina,CA,111607
-118.38273,34.08486697,West Hollywood,CA,36405
-117.994347,33.7565294,Westminster,CA,94889
-118.3018416,33.94168214,Westmont,CA,33469
-117.9596348,34.04202259,West Puente Valley,CA,24912
-121.5504274,38.55559507,West Sacramento,CA,53011
-118.0604863,33.97848957,West Whittier-Los Nietos,CA,26297
-118.018798,33.96582705,Whittier,CA,88033
-117.2582403,33.61727632,Wildomar,CA,36328
-118.2383195,33.9228105,Willowbrook,CA,22508
-122.8051272,38.54434452,Windsor,CA,27934
-116.9268896,32.83760739,Winter Gardens,CA,22196
-120.6173691,37.38542867,Winton,CA,11491
-117.3686238,33.8789677,Woodcrest,CA,14972
-121.7794025,38.67386974,Woodland,CA,59507
-117.819353,33.88817494,Yorba Linda,CA,69593
-121.6374373,39.1358397,Yuba City,CA,66628
-117.0426256,34.0335073,Yucaipa,CA,54272
-116.4214802,34.12309878,Yucca Valley,CA,21923
-105.1088742,39.82313242,Arvada,CO,119390
-104.7871863,39.69889165,Aurora,CO,368200
-105.0281872,39.80446609,Berkley,CO,12639
-104.6752423,39.06084989,Black Forest,CO,15070
-105.2589696,40.01595132,Boulder,CO,108649
-104.8131166,39.98587429,Brighton,CO,38513
-105.0541026,39.93578248,Broomfield,CO,69101
-105.2103245,38.45941069,Cañon City,CO,16720
-104.8571615,39.37417429,Castle Rock,CO,63663
-104.9227948,39.58656987,Centennial,CO,107705
-104.8568145,39.61029912,Cherry Creek,CO,12349
-104.6995171,38.85900479,Cimarron Hills,CO,18454
-108.4569749,39.07746233,Clifton,CO,20278
-104.8150755,38.82965135,Colorado Springs,CO,459681
-105.0693814,39.58786297,Columbine,CO,25493
-104.9101159,39.80817888,Commerce City,CO,53531
-105.1340853,39.61940858,Dakota Ridge,CO,34137
-104.9825208,39.72937112,Denver,CO,699521
-107.8790119,37.27908285,Durango,CO,18909
-106.5915854,39.64218956,Edwards,CO,10895
-104.9941885,39.64682367,Englewood,CO,32546
-105.0348332,40.04583542,Erie,CO,22533
-104.6963134,40.3788325,Evans,CO,20910
-105.010824,39.85795196,Federal Heights,CO,13375
-104.9362101,40.12233862,Firestone,CO,13187
-104.7835824,38.74028446,Fort Carson,CO,13891
-105.0740423,40.57676041,Fort Collins,CO,163076
-103.7883961,40.25597056,Fort Morgan,CO,11367
-104.7062675,38.68260651,Fountain,CO,29715
-108.7285853,39.15420015,Fruita,CO,13032
-105.2143018,39.73794555,Golden,CO,21048
-108.5662584,39.08766368,Grand Junction,CO,62539
-104.6961201,40.42135882,Greeley,CO,105825
-104.914155,39.61682614,Greenwood Village,CO,15346
-104.9707786,39.54193204,Highlands Ranch,CO,107059
-104.9074165,40.33399842,Johnstown,CO,14423
-105.1654478,39.58422926,Ken Caryl,CO,34430
-105.0992174,39.99430815,Lafayette,CO,28650
-105.0897243,39.70421139,Lakewood,CO,154773
-105.0152157,39.59360421,Littleton,CO,45068
-104.8783438,39.55363439,Lone Tree,CO,13787
-105.1007559,40.16872818,Longmont,CO,95734
-105.144018,39.97097817,Louisville,CO,20570
-105.0752737,40.39419898,Loveland,CO,75905
-107.858199,38.47317446,Montrose,CO,19488
-104.9801708,39.89967353,Northglenn,CO,38687
-104.7550819,39.51406091,Parker,CO,52017
-104.6055976,38.2674417,Pueblo,CO,111034
-104.7265608,38.35508746,Pueblo West,CO,31042
-104.7136773,38.74919255,Security-Widefield,CO,37088
-105.001365,39.83894148,Sherrelwood,CO,19523
-106.8232843,40.47740573,Steamboat Springs,CO,12873
-103.2123777,40.62800647,Sterling,CO,14426
-105.1583268,39.93470661,Superior,CO,13189
-104.7329504,39.45105273,The Pinery,CO,11779
-104.9844226,39.86969849,Thornton,CO,134889
-104.965456,39.84026708,Welby,CO,16090
-105.0628372,39.88302471,Westminster,CO,115732
-105.1031689,39.77277254,Wheat Ridge,CO,31965
-104.901657,40.4771895,Windsor,CO,24451
-73.06892612,41.34424748,Ansonia,CT,19568
-73.19897,41.19360279,Bridgeport,CT,150782
-72.94069633,41.6811556,Bristol,CT,60492
-73.47100889,41.40156599,Danbury,CT,84789
-73.48260762,41.08097227,Darien,CT,21760
-73.08335195,41.32680551,Derby,CT,13207
-72.61522355,41.76344304,East Hartford,CT,51360
-72.87045097,41.27837791,East Haven,CT,29202
-73.63780151,41.0631492,Greenwich,CT,13412
-72.68339843,41.76606727,Hartford,CT,127085
-72.5191922,41.78013918,Manchester,CT,30953
-72.7943441,41.53673234,Meriden,CT,61407
-72.651943,41.53554697,Middletown,CT,47885
-73.08181,41.23370327,Milford,CT,52256
-73.05191821,41.48902738,Naugatuck,CT,32460
-72.78622907,41.67580843,New Britain,CT,74539
-72.94565412,41.31742237,New Haven,CT,132866
-72.73083762,41.68700309,Newington,CT,31179
-72.10820889,41.35552824,New London,CT,27906
-72.85710459,41.38195064,North Haven,CT,24707
-73.4066847,41.1128089,Norwalk,CT,91230
-72.08835989,41.55020508,Norwich,CT,40423
-73.00079294,41.26802377,Orange,CT,14022
-73.11040215,41.32356941,Shelton,CT,42076
-73.54205042,41.05238167,Stamford,CT,133021
-72.25514738,41.80451664,Storrs,CT,15569
-73.13111634,41.20899969,Stratford,CT,53195
-73.08847227,41.80422139,Torrington,CT,35352
-73.20836499,41.26024377,Trumbull,CT,36827
-72.81885876,41.44991612,Wallingford Center,CT,18424
-73.03613321,41.55823912,Waterbury,CT,110796
-72.7535388,41.76693566,West Hartford,CT,64072
-72.96703054,41.27380791,West Haven,CT,56489
-73.34616207,41.14543562,Westport,CT,27866
-72.67034095,41.7013109,Wethersfield,CT,26911
-72.21732866,41.71528098,Willimantic,CT,17919
-72.65439158,41.92671639,Windsor Locks,CT,12365
-75.68029721,39.61877529,Bear,DE,20731
-75.71528107,39.66664299,Brookside,DE,14801
-75.52118763,39.16073262,Dover,DE,38353
-75.7626165,39.59991544,Glasgow,DE,14802
-75.68156717,39.7837562,Hockessin,DE,14181
-75.71659596,39.44516471,Middletown,DE,21456
-75.7561815,39.6723291,Newark,DE,33231
-75.6992579,39.72958235,Pike Creek Valley,DE,11527
-75.60548,39.27180748,Smyrna,DE,12411
-75.54522697,39.74721181,Wilmington,DE,73672
-77.02764473,38.88926886,Washington,DC,674875
-81.1763285,28.53056944,Alafaya,FL,89131
-81.35901442,28.66711565,Altamonte Springs,FL,44585
-82.371665,27.77044179,Apollo Beach,FL,20149
-81.50732601,28.67357724,Apopka,FL,51375
-81.41492178,30.3324779,Atlantic Beach,FL,13475
-81.7945185,28.07597133,Auburndale,FL,15061
-80.13810454,25.95934431,Aventura,FL,39809
-81.29572929,28.54680085,Azalea Park,FL,14233
-81.83499335,27.89578597,Bartow,FL,19653
-82.68341786,28.32545109,Bayonet Point,FL,25087
-82.576725,27.43951383,Bayshore Gardens,FL,17814
-81.7377535,30.17966199,Bellair-Meadowbrook Terrace,FL,13621
-80.66801889,26.68559931,Belle Glade,FL,18088
-87.31202213,30.46202501,Bellview,FL,24231
-82.26239081,27.87839427,Bloomingdale,FL,24100
-80.08967909,26.35208779,Boca Raton,FL,91414
-81.79760138,26.33348262,Bonita Springs,FL,52075
-80.06552363,26.52877519,Boynton Beach,FL,75782
-82.58868294,27.48403927,Bradenton,FL,55468
-82.29998699,27.93673926,Brandon,FL,113677
-87.24959796,30.47283618,Brent,FL,23267
-80.24175688,25.82161139,Brownsville,FL,16721
-81.35389113,28.33491905,Buenaventura Lakes,FL,31268
-85.58094548,30.14231098,Callaway,FL,14929
-80.60510843,28.39332622,Cape Canaveral,FL,10368
-81.95656196,26.63061627,Cape Coral,FL,177217
-82.51484337,28.05767269,Carrollwood,FL,35124
-81.32163494,28.66185077,Casselberry,FL,27413
-82.5184628,28.14592313,Cheval,FL,11355
-82.562212,28.05912952,Citrus Park,FL,27174
-82.7987521,27.96619069,Clearwater,FL,114858
-81.7606115,28.55265528,Clermont,FL,35717
-80.72596009,28.34971115,Cocoa,FL,18291
-80.63568338,28.31665892,Cocoa Beach,FL,11998
-80.18415321,26.28051579,Coconut Creek,FL,58315
-81.33160064,28.49683976,Conway,FL,14421
-86.81782028,33.24449771,Alabaster,AL,32725
-86.21204768,34.26420844,Albertville,AL,21752
-85.95631375,32.94309415,Alexander City,AL,14364
-85.81985578,33.65650068,Anniston,AL,22023
-86.95079503,34.78483769,Athens,AL,23285
-87.49009397,31.02225915,Atmore,AL,10265
-85.48998923,32.60690652,Auburn,AL,63714
-86.95629748,33.40091846,Bessemer,AL,28149
-86.79647401,33.52880084,Birmingham,AL,214517
-86.74549128,33.12440283,Calera,AL,13328
-86.6835185,33.64308883,Center Point,AL,16939
-86.62991075,33.34338269,Chelsea,AL,11839
-86.84323,34.16090413,Cullman,AL,15343
-87.9004015,30.62005239,Daphne,AL,25458
-86.98152827,34.60362365,Decatur,AL,55672
-85.40705829,31.23349546,Dothan,AL,68019
-85.84590772,31.32760085,Enterprise,AL,28271
-85.15049713,31.9102409,Eufaula,AL,13144
-86.91933864,33.47469582,Fairfield,AL,11200
-87.902957,30.52425307,Fairhope,AL,16937
-87.67092461,34.80070195,Florence,AL,39588
-87.66341234,30.3988863,Foley,AL,17655
-85.69536961,34.45594374,Fort Payne,AL,14057
-86.01536374,34.00872578,Gadsden,AL,35850
-86.8105255,33.65622737,Gardendale,AL,14267
-87.66474525,30.26439027,Gulf Shores,AL,12586
-86.93967722,34.43926592,Hartselle,AL,14389
-86.84955225,33.28917143,Helena,AL,18877
-86.80919035,33.46168626,Homewood,AL,26314
-86.80424998,33.38750872,Hoover,AL,88111
-86.99546241,33.44194144,Hueytown,AL,16069
-86.58347818,34.72764295,Huntsville,AL,197899
-86.70535967,33.53715313,Irondale,AL,12410
-85.75416473,33.8085527,Jacksonville,AL,12904
-87.2829355,33.83655111,Jasper,AL,14071
-86.56390624,33.54222406,Leeds,AL,12393
-86.74233525,34.71457434,Madison,AL,47725
-86.36564036,32.48474887,Millbrook,AL,15716
-88.05143433,30.68527017,Mobile,AL,197574
-86.30336322,32.37789746,Montgomery,AL,207513
-86.49720576,33.59798067,Moody,AL,12155
-86.74024394,33.48689513,Mountain Brook,AL,20939
-87.63388128,34.74346098,Muscle Shoals,AL,13720
-87.576414,33.24017171,Northport,AL,25231
-85.3770183,32.66239371,Opelika,AL,29531
-85.83340632,33.61366649,Oxford,AL,21477
-85.64654914,31.44860281,Ozark,AL,14799
-86.80811797,33.28502442,Pelham,AL,23108
-86.28505664,33.58711858,Pell City,AL,12852
-85.02248108,32.45566482,Phenix City,AL,37325
-86.46003076,32.46011028,Prattville,AL,34942
-88.0815639,30.73547891,Prichard,AL,21548
-85.8537326,33.71190814,Saks,AL,10455
-88.07249265,30.80792827,Saraland,AL,14125
-86.09105291,34.68472742,Scottsboro,AL,14716
-87.03358696,32.41659573,Selma,AL,19691
-86.26367097,33.17195359,Sylacauga,AL,12659
-86.09768858,33.43287325,Talladega,AL,15471
-88.17000975,30.58847111,Tillmans Corner,AL,17684
-85.96518334,31.80192623,Troy,AL,17483
-86.60603635,33.62425486,Trussville,AL,21098
-87.56291679,33.20731719,Tuscaloosa,AL,98301
-86.78408595,33.433188,Vestavia Hills,AL,36077
-149.8679026,61.21870115,Anchorage,AK,303152
-147.48156,64.82474557,Badger,AK,20481
-147.8215729,64.86927542,College,AK,13130
-147.7216875,64.84632578,Fairbanks,AK,31960
-134.4087478,58.30193978,Juneau,AK,33384
-149.633443,61.52233362,Knik-Fairview,AK,15937
-112.1169994,33.85595394,Anthem,AZ,23729
-111.5577478,33.40095017,Apache Junction,AZ,39010
-111.6707902,32.75062462,Arizona City,AZ,11257
-112.3429055,33.43768561,Avondale,AZ,83644
-112.5865152,33.37003528,Buckeye,AZ,66501
-114.5861044,35.11411708,Bullhead City,AZ,41007
-111.8628925,34.57193999,Camp Verde,AZ,12847
-111.7612355,32.89780588,Casa Grande,AZ,53403
-111.01117,32.34228797,Casas Adobes,AZ,68932
-110.9148072,32.29829836,Catalina Foothills,AZ,52367
-111.863762,33.29481186,Chandler,AZ,267322
-112.4513837,34.76164398,Chino Valley,AZ,11897
-111.526921,32.96879725,Coolidge,AZ,12681
-112.0272955,34.73798116,Cottonwood,AZ,11354
-109.538486,31.34599906,Douglas,AZ,16376
-111.0488723,32.14462532,Drexel Heights,AZ,28413
-112.3271416,33.59050379,El Mirage,AZ,34651
-111.5546996,32.75337715,Eloy,AZ,17315
-111.6583948,35.17249661,Flagstaff,AZ,70696
-111.3835284,33.03124779,Florence,AZ,27499
-111.0097119,32.29334844,Flowing Wells,AZ,16881
-114.5857535,35.00429212,Fort Mohave,AZ,14909
-114.3975298,32.66159184,Fortuna Foothills,AZ,26565
-111.7397597,33.60719711,Fountain Hills,AZ,24600
-111.787167,33.33289254,Gilbert,AZ,254859
-112.1901463,33.53341923,Glendale,AZ,247440
-112.3637497,33.43910454,Goodyear,AZ,84317
-110.9963296,31.87956287,Green Valley,AZ,22746
-114.0537813,35.18942811,Kingman,AZ,29766
-114.343995,34.47523425,Lake Havasu City,AZ,55408
-111.2228815,32.4338567,Marana,AZ,42557
-112.0441482,33.05823491,Maricopa,AZ,50174
-111.816324,33.42270775,Mesa,AZ,493089
-114.008214,35.26119176,New Kingman-Butler,AZ,11868
-112.1405146,33.91532969,New River,AZ,17247
-110.9336297,31.36247988,Nogales,AZ,20384
-110.9765815,32.42261049,Oro Valley,AZ,43585
-111.9426847,33.53262293,Paradise Valley,AZ,13959
-111.3194487,34.24316021,Payson,AZ,15636
-112.2391339,33.57568823,Peoria,AZ,179533
-112.0738681,33.44611431,Phoenix,AZ,1601381
-112.4659569,34.54316254,Prescott,AZ,42347
-112.3180939,34.5954303,Prescott Valley,AZ,42337
-111.635567,33.24026393,Queen Creek,AZ,39846
-110.9886009,31.49570082,Rio Rico,AZ,19081
-110.8581182,32.53851282,Saddlebrooke,AZ,10719
-110.9691375,31.93145215,Sahuarita,AZ,28657
-114.7790376,32.49003959,San Luis,AZ,30290
-111.547263,33.18790887,San Tan Valley,AZ,95602
-111.9162923,33.49338789,Scottsdale,AZ,239959
-111.7673658,34.86577748,Sedona,AZ,10448
-110.0382239,34.26673801,Show Low,AZ,11242
-110.2685223,31.56367102,Sierra Vista,AZ,45700
-110.2159713,31.45244743,Sierra Vista Southeast,AZ,15008
-114.6990306,32.60091278,Somerton,AZ,15299
-112.2819116,33.61648181,Sun City,AZ,40089
-112.357499,33.66940826,Sun City West,AZ,25949
-111.8757171,33.21807004,Sun Lakes,AZ,14870
-112.3665968,33.62270323,Surprise,AZ,134961
-110.7442506,32.26844405,Tanque Verde,AZ,17324
-111.9325711,33.42647764,Tempe,AZ,182149
-110.9694874,32.21968282,Tucson,AZ,539162
-111.0894742,32.1861553,Tucson Estates,AZ,12240
-110.7122109,32.04719362,Vail,AZ,12413
-111.985482,34.71429387,Verde Village,AZ,11988
-114.6205095,32.69028898,Yuma,AZ,97138
-93.0718786,34.12446309,Arkadelphia,AR,10805
-91.62287448,35.76884625,Batesville,AR,10542
-94.2713884,36.46736609,Bella Vista,AR,29154
-92.5798795,34.57010932,Benton,AR,33545
-94.19523029,36.36598799,Bentonville,AR,44895
-89.8927045,35.92389568,Blytheville,AR,14771
-92.49038155,34.61421301,Bryant,AR,19589
-92.02684837,34.97652066,Cabot,AR,25622
-92.84656612,33.56717782,Camden,AR,11601
-94.298403,36.35958395,Centerton,AR,12632
-92.43278275,35.08129075,Conway,AR,65201
-92.66413144,33.21824088,El Dorado,AR,18551
-94.16624986,36.07200425,Fayetteville,AR,85264
-90.78747767,35.0101191,Forrest City,AR,13930
-94.41901065,35.38412618,Fort Smith,AR,89383
-93.11967481,36.24365261,Harrison,AR,13278
-90.60002925,34.52150553,Helena-West Helena,AR,11325
-93.5893865,33.66289105,Hope,AR,9750
-93.04878826,34.49200847,Hot Springs,AR,35648
-93.05506876,34.65909781,Hot Springs Village,AR,14815
-92.13041965,34.88056623,Jacksonville,AR,29670
-90.67934824,35.82110616,Jonesboro,AR,75436
-92.2728866,34.74709491,Little Rock,AR,204049
-93.22617484,33.27761766,Magnolia,AR,11372
-92.81580751,34.37146957,Malvern,AR,10692
-90.2025955,35.20234552,Marion,AR,12506
-92.3994101,34.85250036,Maumelle,AR,18525
-92.38456399,36.33441026,Mountain Home,AR,12436
-92.26791336,34.75826645,North Little Rock,AR,66048
-90.51489036,36.05612545,Paragould,AR,28144
-92.01738484,34.21194144,Pine Bluff,AR,44336
-94.12648272,36.33218514,Rogers,AR,65149
-93.13844379,35.27613288,Russellville,AR,29491
-91.73557352,35.24180929,Searcy,AR,24417
-92.20291095,34.85106585,Sherwood,AR,31095
-94.53178698,36.18375498,Siloam Springs,AR,16671
-94.15758567,36.18987147,Springdale,AR,79771
-93.99606541,33.43647797,Texarkana,AR,29840
-94.35252303,35.4480192,Van Buren,AR,22998
-90.18464135,35.14943265,West Memphis,AR,24990
-117.4383725,34.57919838,Adelanto,CA,34755
-118.760098,34.15363499,Agoura Hills,CA,20997
-122.2613513,37.76719761,Alameda,CA,79009
-122.0307423,37.84997576,Alamo,CA,15445
-122.3002397,37.88985125,Albany,CA,19659
-118.1355212,34.0839804,Alhambra,CA,86498
-117.7289198,33.57922145,Aliso Viejo,CA,49449
-116.758513,32.84388405,Alpine,CA,15057
-118.1355556,34.19341669,Altadena,CA,43725
-121.8239264,37.36940211,Alum Rock,CA,11593
-122.258354,38.17964954,American Canyon,CA,21297
-117.9317495,33.82520922,Anaheim,CA,359456
-122.2961978,40.45092175,Anderson,CA,10426
-121.3609744,38.71533248,Antelope,CA,47839
-121.8138561,38.01262114,Antioch,CA,110664
-117.2102272,34.53284851,Apple Valley,CA,73355
-118.037301,34.13418246,Arcadia,CA,58325
-124.0772607,40.87175023,Arcata,CA,18396
-121.3810325,38.60350587,Arden-Arcade,CA,96444
-120.5848448,35.12430109,Arroyo Grande,CA,18197
-118.0806372,33.86759503,Artesia,CA,17294
-118.830562,35.19436189,Arvin,CA,20833
-122.1159233,37.6941505,Ashland,CA,23556
-120.6857234,35.48267991,Atascadero,CA,30458
-120.5976802,37.35397212,Atwater,CA,29860
-121.077051,38.89085281,Auburn,CA,13788
-120.1379475,36.01855643,Avenal,CA,14073
-118.0026149,34.03808204,Avocado Heights,CA,15689
-117.9120632,34.13866781,Azusa,CA,51028
-119.019728,35.36628717,Bakersfield,CA,381201
-117.9721102,34.08286465,Baldwin Park,CA,77789
-116.885562,33.93083848,Banning,CA,31319
-117.0254672,34.89276033,Barstow,CA,23552
-121.9624153,38.03038299,Bay Point,CA,23091
-116.9703822,33.93195992,Beaumont,CA,44657
-118.1791545,33.97453116,Bell,CA,36102
-118.1270954,33.88804554,Bellflower,CA,79760
-118.1550037,33.96634225,Bell Gardens,CA,43572
-122.2956244,37.5153701,Belmont,CA,27377
-122.1517664,38.07435603,Benicia,CA,27810
-122.2749045,37.87256025,Berkeley,CA,120238
-118.4021176,34.07856316,Beverly Hills,CA,36119
-116.8431351,34.25963947,Big Bear City,CA,13344
-117.401465,34.06035642,Bloomington,CA,24995
-114.5903463,33.61202053,Blythe,CA,20719
-117.0149819,32.67422824,Bonita,CA,12946
-116.942197,32.81647675,Bostonia,CA,16389
-115.5300699,32.97828011,Brawley,CA,26465
-117.8646192,33.92526496,Brea,CA,45071
-121.7189696,37.93557451,Brentwood,CA,61476
-118.0046353,33.85715942,Buena Park,CA,85726
-118.3234238,34.18797485,Burbank,CA,108025
-122.367204,37.58596908,Burlingame,CA,30479
-118.6689272,34.13751575,Calabasas,CA,24790
-115.4943526,32.68493445,Calexico,CA,39940
-117.9824443,35.12472376,California City,CA,14633
-119.032675,34.22307957,Camarillo,CA,68773
-120.9737033,38.66289453,Cameron Park,CA,18721
-121.9541885,37.28032526,Campbell,CA,42813
-117.3786833,33.22855914,Camp Pendleton South,CA,10450
-117.2621001,33.688399,Canyon Lake,CA,11017
-117.3240947,33.16349131,Carlsbad,CA,114379
-121.322898,38.63355888,Carmichael,CA,64271
-119.5122003,34.39631414,Carpinteria,CA,13769
-118.249213,33.85153893,Carson,CA,95625
-116.9688218,32.76395824,Casa de Oro-Mount Helix,CA,19803
-118.6316481,34.48177555,Castaic,CA,19837
-122.063481,37.70945467,Castro Valley,CA,65600
-116.4668743,33.8022697,Cathedral City,CA,53940
-120.9623192,37.59550833,Ceres,CA,47884
-118.0486765,33.87063341,Cerritos,CA,50293
-122.103767,37.67916581,Cherryland,CA,15829
-121.8368786,39.73479369,Chico,CA,91236
-117.6862336,34.01540796,Chino,CA,87547
-117.7488396,33.99866007,Chino Hills,CA,78256
-120.2485163,37.11152165,Chowchilla,CA,18793
-117.0692086,32.63796438,Chula Vista,CA,269552
-117.89377,34.11498617,Citrus,CA,11329
-121.2879873,38.69478129,Citrus Heights,CA,87332
-117.7155293,34.12595692,Claremont,CA,36765
-121.9300706,37.94032461,Clayton,CA,11609
-122.6330781,38.95894437,Clearlake,CA,18434
-119.6863674,36.82690948,Clovis,CA,108433
-116.1751712,33.67991647,Coachella,CA,44340
-120.3548436,36.14574818,Coalinga,CA,18216
-117.320827,34.06726513,Colton,CA,54496
-118.1393488,33.99106177,Commerce,CA,13227
-118.2256351,33.89315255,Compton,CA,99976
-122.0012679,37.97215008,Concord,CA,128504
-119.5630515,36.09282055,Corcoran,CA,22417
-117.564241,33.8623534,Corona,CA,159650
-117.1792421,32.6854892,Coronado,CA,25955
-117.913453,33.66672209,Costa Mesa,CA,118474
-117.5901315,33.62388576,Coto de Caza,CA,15859
-117.8819901,34.09026424,Covina,CA,49998
-117.2889997,34.24859834,Crestline,CA,11178
-118.1830606,33.96310565,Cudahy,CA,24658
-118.4090245,34.00926409,Culver City,CA,40154
-122.0465202,37.3167839,Cupertino,CA,64234
-118.0385832,33.81708215,Cypress,CA,51226
-122.4767499,37.67389515,Daly City,CA,106620
-117.6963391,33.47364395,Dana Point,CA,34901
-122.0070173,37.83236179,Danville,CA,44553
-121.73476,38.5496676,Davis,CA,69596
-119.2605478,35.76786789,Delano,CA,53010
-120.775894,37.43060578,Delhi,CA,11413
-116.5020625,33.96356494,Desert Hot Springs,CA,28989
-117.816081,33.9991837,Diamond Bar,CA,57937
-120.8390685,38.69204602,Diamond Springs,CA,11285
-119.3988973,36.5453405,Dinuba,CA,23760
-121.59763,37.90345998,Discovery Bay,CA,15227
-121.8275442,38.45258129,Dixon,CA,19902
-118.1311429,33.93787916,Downey,CA,116832
-117.9700695,34.13987092,Duarte,CA,22029
-121.896226,37.71614655,Dublin,CA,59868
-116.9410428,33.73010842,East Hemet,CA,18189
-118.1691464,34.03263639,East Los Angeles,CA,130286
-122.1353974,37.46692458,East Palo Alto,CA,29622
-118.194938,33.89621169,East Rancho Dominguez,CA,15896
-118.0806698,34.11981978,East San Gabriel,CA,15595
-117.580269,33.96169999,Eastvale,CA,70636
-116.9603842,32.8016984,El Cajon,CA,105490
-115.5579346,32.78710163,El Centro,CA,44465
-122.3025273,37.9196383,El Cerrito,CA,24844
-121.0761444,38.68064265,El Dorado Hills,CA,46294
-121.378695,38.41261172,Elk Grove,CA,167230
-118.029074,34.07392778,El Monte,CA,117798
-120.6812695,35.63289233,El Paso de Robles (Paso Robles),CA,31760
-118.4020255,33.91695324,El Segundo,CA,17492
-122.3078294,37.97025303,El Sobrante,CA,13378
-117.4625377,33.8725351,El Sobrante,CA,13494
-122.291008,37.83795549,Emeryville,CA,11882
-117.2770417,33.04917194,Encinitas,CA,63368
-117.0722588,33.1345251,Escondido,CA,153177
-124.1662121,40.78209179,Eureka,CA,27953
-119.1450802,36.29507268,Exeter,CA,10595
-122.04896,38.24790591,Fairfield,CA,115002
-121.2497256,38.65036308,Fair Oaks,CA,32072
-122.048175,37.68007357,Fairview,CA,10742
-117.2519273,33.3835392,Fallbrook,CA,32215
-119.2078249,36.30614103,Farmersville,CA,11038
